,Quarter,year,id_project,category,ESRR,SPR,REGION,SECTOR,Sector_1,Region_1,Operation_Type,Stage,Approval
4202,Q4 2020,2020,EC-L9925,B,2.Moderate,Partially Satisfactory,LATAM,INE,INE,LATAM,Loan Operation,Operation in Disbursing,11/01/2017
4203,Q4 2020,2020,EC-L9929,B,2.Moderate,{Not Set},LATAM,SCL,SCL,LATAM,Loan Operation,Operation in Disbursing,11/22/17
4204,Q4 2020,2020,EC-L9947,B,3.Substantial,Satisfactory,LATAM,INE,INE,LATAM,Loan Operation,Operation in Disbursing,09/28/18
4205,Q4 2020,2020,EC-L9955,C,1.Low,{Not Set},LATAM,SCL,SCL,LATAM,Loan Operation,Operation in Disbursing,12/15/17
4206,Q4 2020,2020,EC-L9960,B,1.Low,{Not Set},LATAM,INE,INE,LATAM,Loan Operation,Operation in Disbursing,12/15/17
4207,Q4 2020,2020,EC-L9992,B,2.Moderate,Partially Satisfactory,LATAM,INE,INE,LATAM,Loan Operation,Operation in Disbursing,12/15/17
4208,Q4 2020,2020,EC-L9996,B,1.Low,{Not Set},LATAM,INT,INT,LATAM,Loan Operation,Fully Disbursed,12/08/2017
4209,Q4 2020,2020,EC-L9997,B,3.Substantial,Satisfactory,LATAM,INE,INE,LATAM,Loan Operation,Operation in Disbursing,11/28/18
4210,Q4 2020,2020,EC-L9999,C,1.Low,{Not Set},LATAM,IFD,INE,LATAM,Loan Operation,Operation in Disbursing,08/30/18
4211,Q4 2020,2020,#¡REF!,A,3.Substantial,Partially Unsatisfactory,LATAM,INE,,,,,
4212,Q4 2020,2020,EC-U0009,B13,1.Low,{Not Set},LATAM,IFD,IFD,LATAM,Grant Financing Product,Operation in Disbursing,01/23/19
4213,Q4 2020,2020,ES-G9003,C,1.Low,{Not Set},AAN,SCL,SCL,AAN,Investment Grants,Fully Disbursed,10/24/18
4214,Q4 2020,2020,ES-G9004,C,2.Moderate,{Not Set},AAN,SCL,SCL,AAN,Investment Grants,Operation in Disbursing,11/14/18
4215,Q4 2020,2020,ES-L9025,B,2.Moderate,{Not Set},AAN,IFD,IFD,AAN,Loan Operation,Operation in Disbursing,12/16/20
4216,Q4 2020,2020,ES-L9066,B,2.Moderate,{Not Set},AAN,CSD,CSD,AAN,Loan Operation,Operation in Disbursing,12/06/2019
4217,Q4 2020,2020,ES-L9075,B,2.Moderate,{Not Set},AAN,IFD,IFD,AAN,Loan Operation,Operation in Disbursing,01/15/20
4218,Q4 2020,2020,ES-L9095,B,2.Moderate,{Not Set},AAN,SCL,SCL,AAN,Loan Operation,Operation in Disbursing,12/14/18
4219,Q4 2020,2020,ES-L9096,B,2.Moderate,Satisfactory,AAN,INE,INE,AAN,Loan Operation,Operation in Disbursing,12/14/18
4220,Q4 2020,2020,ES-L9932,B13,1.Low,{Not Set},AAN,IFD,IFD,AAN,Loan Operation,Operation in Disbursing,12/18/19
4221,Q4 2020,2020,ES-L9935,B,2.Moderate,{Not Set},AAN,CSD,CSD,AAN,Loan Operation,Operation in Disbursing,01/15/20
4222,Q4 2020,2020,ES-L9936,B13,2.Moderate,{Not Set},AAN,IFD,IFD,AAN,Loan Operation,Operation in Disbursing,12/18/19
4223,Q4 2020,2020,ES-L9938,B13,2.Moderate,{Not Set},AAN,IFD,IFD,AAN,Loan Operation,Operation in Disbursing,11/30/20
4224,Q4 2020,2020,ES-L9939,B,3.Substantial,Satisfactory,AAN,SCL,IFD,AAN,Loan Operation,Operation in Disbursing,12/18/19
4225,Q4 2020,2020,#¡REF!,C,1.Low,{Not Set},AAN,IFD,,,,,
4226,Q4 2020,2020,ES-L9942,B13,2.Moderate,{Not Set},AAN,IFD,IFD,AAN,Loan Operation,Operation in Disbursing,09/23/20
4227,Q4 2020,2020,ES-L9944,C,3.Substantial,Satisfactory,AAN,SCL,SCL,AAN,Loan Operation,Operation in Disbursing,10/09/2020
4228,Q4 2020,2020,GY-G9004,C,3.Substantial,Satisfactory,CAR,INE,INE,CAR,Investment Grants,Operation in Disbursing,10/23/20
4229,Q4 2020,2020,GY-L9028,B,2.Moderate,{Not Set},CAR,CSD,CSD,CAR,Loan Operation,Operation in Disbursing,10/09/2020
4230,Q4 2020,2020,GY-L9039,B,3.Substantial,Satisfactory,CAR,CSD,CSD,CAR,Loan Operation,Operation in Disbursing,12/16/15
4231,Q4 2020,2020,GY-L9040,B,2.Moderate,{Not Set},CAR,INE,INE,CAR,Loan Operation,Operation in Disbursing,10/21/15
4232,Q4 2020,2020,GY-L9042,C,2.Moderate,{Not Set},CAR,IFD,IFD,CAR,Loan Operation,Operation in Disbursing,10/22/14
4233,Q4 2020,2020,GY-L9044,C,2.Moderate,{Not Set},CAR,IFD,IFD,CAR,Loan Operation,Operation in Disbursing,05/11/2016
4234,Q4 2020,2020,GY-L9049,C,3.Substantial,Partially Satisfactory,CAR,INE,INE,CAR,Loan Operation,Operation in Disbursing,11/08/2017
4235,Q4 2020,2020,GY-L9058,B,3.Substantial,Partially Satisfactory,CAR,SCL,SCL,CAR,Loan Operation,Operation in Disbursing,11/06/2019
4236,Q4 2020,2020,GY-L9059,B,2.Moderate,{Not Set},CAR,IFD,IFD,CAR,Loan Operation,Operation in Disbursing,09/17/19
4237,Q4 2020,2020,GY-L9060,B,3.Substantial,Partially Satisfactory,CAR,CSD,CSD,CAR,Loan Operation,Operation in Disbursing,12/18/19
4238,Q4 2020,2020,GY-L9064,C,1.Low,{Not Set},CAR,INT,INT,CAR,Loan Operation,Operation in Disbursing,06/24/20
4239,Q4 2020,2020,GY-L9066,B,2.Moderate,{Not Set},CAR,INE,INE,CAR,Loan Operation,Operation in Disbursing,11/01/2012
4240,Q4 2020,2020,GY-L9075,B13,2.Moderate,{Not Set},CAR,IFD,IFD,CAR,Loan Operation,Operation in Disbursing,06/24/20
4241,Q4 2020,2020,GY-L9077,C,2.Moderate,{Not Set},CAR,SCL,SCL,CAR,Loan Operation,Operation in Disbursing,03/11/2020
4242,Q4 2020,2020,GY-L9078,,0.Not Rated,{Not Set},CAR,IFD,IFD,CAR,Loan Operation,Operation in Disbursing,12/09/2020
4243,Q4 2020,2020,GY-X9002,C,3.Substantial,Partially Satisfactory,CAR,INE,INE,CAR,Investment Grants,Operation in Disbursing,08/01/2019
4244,Q4 2020,2020,GY-X9003,B,2.Moderate,{Not Set},CAR,INE,INE,CAR,Investment Grants,Operation in Disbursing,03/11/2020
4245,Q4 2020,2020,HA-G9022,B,3.Substantial,Partially Satisfactory,AAN,INE,INE,AAN,Investment Grants,Fully Disbursed,12/09/2020
4246,Q4 2020,2020,HA-G9023,B,2.Moderate,{Not Set},AAN,CSD,CSD,AAN,Investment Grants,Operation in Disbursing,12/11/2019
4247,Q4 2020,2020,HA-G9036,B,2.Moderate,{Not Set},AAN,CSD,CSD,AAN,Investment Grants,Operation in Disbursing,12/09/2020
4248,Q4 2020,2020,HA-G9038,B,2.Moderate,{Not Set},AAN,CSD,CSD,AAN,Investment Grants,Fully Disbursed,12/11/2019
4249,Q4 2020,2020,HA-G9039,B,3.Substantial,Partially Satisfactory,AAN,CSD,CSD,AAN,Investment Grants,Fully Disbursed,12/02/2020
4250,Q4 2020,2020,HA-G9045,B,4.High,Satisfactory,AAN,INE,INE,AAN,Investment Grants,Operation in Disbursing,09/14/11
4251,Q4 2020,2020,HA-G9049,B,1.Low,{Not Set},AAN,CSD,CSD,AAN,Investment Grants,Operation in Disbursing,06/06/2012
4252,Q4 2020,2020,HA-L9032,B,2.Moderate,Partially Satisfactory,AAN,INE,INE,AAN,Loan Operation,Operation in Disbursing,12/04/2013
4253,Q4 2020,2020,HA-L9038,B,2.Moderate,Partially Satisfactory,AAN,INE,INE,AAN,Loan Operation,Operation in Disbursing,09/12/2013
4254,Q4 2020,2020,HA-L9048,B,2.Moderate,Partially Unsatisfactory,AAN,CSD,CSD,AAN,Loan Operation,Operation in Disbursing,11/25/15
4255,Q4 2020,2020,HA-L9057,C,1.Low,{Not Set},AAN,IFD,IFD,AAN,Loan Operation,Operation in Disbursing,12/02/2016
4256,Q4 2020,2020,HA-L9075,B,3.Substantial,Satisfactory,AAN,INE,INE,AAN,Loan Operation,Operation in Disbursing,11/15/19
4257,Q4 2020,2020,HA-L9076,A,4.High,Unsatisfactory,AAN,CSD,CSD,AAN,Loan Operation,Operation in Disbursing,12/13/17
4258,Q4 2020,2020,HA-L9077,B,3.Substantial,Partially Satisfactory,AAN,SCL,SCL,AAN,Loan Operation,Fully Disbursed,07/31/18
4259,Q4 2020,2020,HA-L9079,B,4.High,Partially Satisfactory,AAN,INE,INE,AAN,Loan Operation,Operation in Disbursing,12/04/2019
4260,Q4 2020,2020,HA-L9080,B,3.Substantial,Partially Satisfactory,AAN,SCL,SCL,AAN,Loan Operation,Operation in Disbursing,12/09/2020
4261,Q4 2020,2020,HA-L9087,B,2.Moderate,{Not Set},AAN,CSD,CSD,AAN,Loan Operation,Fully Disbursed,08/28/19
4262,Q4 2020,2020,HA-L9089,B,3.Substantial,Partially Satisfactory,AAN,INE,CSD,AAN,Loan Operation,Operation in Disbursing,11/06/2020
4263,Q4 2020,2020,HA-L9094,B,2.Moderate,{Not Set},AAN,CSD,CSD,AAN,Loan Operation,Operation in Disbursing,12/11/2019
4264,Q4 2020,2020,HA-L9095,B,3.Substantial,Partially Satisfactory,AAN,CSD,CSD,AAN,Loan Operation,Operation in Disbursing,12/02/2019
4265,Q4 2020,2020,HA-L9096,B,2.Moderate,{Not Set},AAN,CSD,CSD,AAN,Loan Operation,Operation in Disbursing,12/02/2020
4266,Q4 2020,2020,HA-L9097,B,3.Substantial,Partially Satisfactory,AAN,CSD,CSD,AAN,Loan Operation,Operation in Disbursing,12/09/2020
4267,Q4 2020,2020,HA-L9098,A,4.High,Partially Satisfactory,AAN,INE,INE,AAN,Loan Operation,Operation in Disbursing,12/12/2018
4268,Q4 2020,2020,HA-L9900,B,3.Substantial,Partially Satisfactory,AAN,INE,INE,AAN,Loan Operation,Operation in Disbursing,12/14/10
4269,Q4 2020,2020,HA-L9903,B,3.Substantial,Satisfactory,AAN,INE,INE,AAN,Loan Operation,Operation in Disbursing,11/13/13
4270,Q4 2020,2020,HA-L9904,B,3.Substantial,Satisfactory,AAN,INE,INE,AAN,Loan Operation,Operation in Disbursing,11/28/12
4271,Q4 2020,2020,HA-L9906,A,4.High,Partially Satisfactory,AAN,INE,INE,AAN,Loan Operation,Operation in Disbursing,11/01/2012
4272,Q4 2020,2020,HA-L9907,B,2.Moderate,{Not Set},AAN,CSD,CSD,AAN,Loan Operation,Operation in Disbursing,03/20/18
4273,Q4 2020,2020,HA-L9926,C,1.Low,{Not Set},AAN,IFD,IFD,AAN,Loan Operation,Operation in Disbursing,11/25/15
4274,Q4 2020,2020,HA-L9933,C,1.Low,{Not Set},AAN,INT,INT,AAN,Loan Operation,Operation in Disbursing,09/25/19
4275,Q4 2020,2020,HA-L9935,B,4.High,Satisfactory,AAN,INE,INE,AAN,Loan Operation,Operation in Disbursing,09/20/19
4276,Q4 2020,2020,HA-L9937,C,3.Substantial,Partially Satisfactory,AAN,SCL,SCL,AAN,Loan Operation,Operation in Disbursing,06/19/20
4277,Q4 2020,2020,HA-L9939,C,2.Moderate,{Not Set},AAN,IFD,IFD,AAN,Loan Operation,Fully Disbursed,06/15/20
4278,Q4 2020,2020,HA-L9940,B,4.High,Satisfactory,AAN,INE,INE,AAN,Loan Operation,Operation in Disbursing,12/14/10
4279,Q4 2020,2020,HA-L9945,C,2.Moderate,{Not Set},AAN,SCL,SCL,AAN,Loan Operation,Operation in Disbursing,12/02/2020
4280,Q4 2020,2020,HA-X9002,C,2.Moderate,{Not Set},AAN,CSD,CSD,AAN,Investment Grants,Operation in Disbursing,10/27/10
4281,Q4 2020,2020,HO-G9006,B,3.Substantial,Partially Satisfactory,AAN,INE,INE,AAN,Investment Grants,Operation in Disbursing,06/27/18
4282,Q4 2020,2020,HO-G9247,B,2.Moderate,{Not Set},AAN,INE,INE,AAN,Investment Grants,Operation in Disbursing,11/28/18
4283,Q4 2020,2020,HO-G9248,C,2.Moderate,Satisfactory,AAN,SCL,SCL,AAN,Investment Grants,Operation in Disbursing,12/12/2018
4284,Q4 2020,2020,HO-G9249,C,1.Low,{Not Set},AAN,SCL,SCL,AAN,Investment Grants,Operation in Disbursing,11/27/19
4285,Q4 2020,2020,HO-G9250,B,1.Low,{Not Set},AAN,SCL,SCL,AAN,Investment Grants,Operation in Disbursing,06/27/18
4286,Q4 2020,2020,HO-G9252,B,3.Substantial,Satisfactory,AAN,CSD,CSD,AAN,Investment Grants,Operation in Disbursing,06/27/18
4287,Q4 2020,2020,HO-G9254,C,1.Low,{Not Set},AAN,CSD,CSD,AAN,Investment Grants,Operation in Disbursing,12/07/2020
4288,Q4 2020,2020,HO-G9259,B,3.Substantial,Satisfactory,AAN,IFD,IFD,AAN,Investment Grants,Operation in Disbursing,06/26/20
4289,Q4 2020,2020,HO-L9037,B,3.Substantial,Satisfactory,AAN,INE,INE,AAN,Loan Operation,Operation in Disbursing,07/01/2020
4290,Q4 2020,2020,HO-L9069,B,3.Substantial,Partially Satisfactory,AAN,INE,INE,AAN,Loan Operation,Fully Disbursed,04/17/13
4291,Q4 2020,2020,HO-L9093,B,1.Low,{Not Set},AAN,SCL,SCL,AAN,Loan Operation,Operation in Disbursing,11/27/19
4292,Q4 2020,2020,HO-L9200,B,3.Substantial,Satisfactory,AAN,CSD,CSD,AAN,Loan Operation,Operation in Disbursing,12/05/2012
4293,Q4 2020,2020,HO-L9202,B,2.Moderate,{Not Set},AAN,IFD,IFD,AAN,Loan Operation,Operation in Disbursing,11/14/12
4294,Q4 2020,2020,HO-L9203,B,2.Moderate,{Not Set},AAN,INE,INE,AAN,Loan Operation,Operation in Disbursing,10/14/20
4295,Q4 2020,2020,HO-L9209,B13,2.Moderate,{Not Set},AAN,IFD,IFD,AAN,Loan Operation,Operation in Disbursing,12/13/13
4296,Q4 2020,2020,HO-L9295,B13,1.Low,{Not Set},AAN,IFD,IFD,AAN,Loan Operation,Operation in Disbursing,12/17/20
4297,Q4 2020,2020,HO-L9296,B13,2.Moderate,{Not Set},AAN,IFD,IFD,AAN,Loan Operation,Operation in Disbursing,09/24/20
4298,Q4 2020,2020,HO-L9299,C,2.Moderate,{Not Set},AAN,IFD,IFD,AAN,Loan Operation,Operation in Disbursing,01/01/2013
4299,Q4 2020,2020,HO-L9902,B,2.Moderate,Partially Satisfactory,AAN,INE,INE,AAN,Loan Operation,Operation in Disbursing,12/16/13
4300,Q4 2020,2020,HO-L9904,B,3.Substantial,Satisfactory,AAN,INE,INE,AAN,Loan Operation,Operation in Disbursing,11/19/14
4301,Q4 2020,2020,HO-L9905,C,1.Low,{Not Set},AAN,SCL,SCL,AAN,Loan Operation,Fully Disbursed,06/24/15
4302,Q4 2020,2020,HO-L9908,C,1.Low,{Not Set},AAN,IFD,IFD,AAN,Loan Operation,Operation in Disbursing,09/01/2016
4303,Q4 2020,2020,HO-L9929,B,3.Substantial,Partially Satisfactory,AAN,INE,INE,AAN,Loan Operation,Operation in Disbursing,08/03/2016
4304,Q4 2020,2020,HO-L9979,B,3.Substantial,Satisfactory,AAN,CSD,CSD,AAN,Loan Operation,Operation in Disbursing,01/25/17
4305,Q4 2020,2020,HO-L9986,B,3.Substantial,Satisfactory,AAN,INE,INE,AAN,Loan Operation,Operation in Disbursing,02/08/2017
4306,Q4 2020,2020,HO-L9987,B,3.Substantial,Satisfactory,AAN,IFD,IFD,AAN,Loan Operation,Operation in Disbursing,10/25/17
4307,Q4 2020,2020,HO-L9988,C,2.Moderate,{Not Set},AAN,SCL,SCL,AAN,Loan Operation,Operation in Disbursing,11/08/2017
4308,Q4 2020,2020,HO-L9994,C,1.Low,{Not Set},AAN,SCL,SCL,AAN,Loan Operation,Operation in Disbursing,11/14/18
4309,Q4 2020,2020,HO-L9995,C,1.Low,{Not Set},AAN,SCL,SCL,AAN,Loan Operation,Operation in Disbursing,09/05/2018
4310,Q4 2020,2020,HO-L9997,B,2.Moderate,{Not Set},AAN,SCL,SCL,AAN,Loan Operation,Fully Disbursed,09/19/18
4311,Q4 2020,2020,HO-L9999,B,2.Moderate,{Not Set},AAN,SCL,SCL,AAN,Loan Operation,Operation in Disbursing,10/26/18
4312,Q4 2020,2020,JA-G9002,C,1.Low,{Not Set},CAR,CSD,CSD,CAR,Investment Grants,Operation in Disbursing,03/21/19
4313,Q4 2020,2020,JA-G9003,B,1.Low,{Not Set},CAR,INE,INE,CAR,Investment Grants,Operation in Disbursing,02/28/19
4314,Q4 2020,2020,JA-G9005,C,2.Moderate,{Not Set},CAR,SCL,SCL,CAR,Investment Grants,Operation in Disbursing,05/22/19
4315,Q4 2020,2020,JA-G9009,C,1.Low,{Not Set},CAR,CSD,CSD,CAR,Investment Grants,Operation in Disbursing,11/27/19
4316,Q4 2020,2020,JA-L9035,B,2.Moderate,{Not Set},CAR,INE,INE,CAR,Loan Operation,Operation in Disbursing,06/26/19
4317,Q4 2020,2020,JA-L9043,C,2.Moderate,{Not Set},CAR,IFD,IFD,CAR,Loan Operation,Operation in Disbursing,08/28/19
4318,Q4 2020,2020,JA-L9046,C,1.Low,{Not Set},CAR,IFD,IFD,CAR,Loan Operation,Operation in Disbursing,07/02/2019
4319,Q4 2020,2020,JA-L9048,C,1.Low,{Not Set},CAR,CSD,CSD,CAR,Loan Operation,Operation in Disbursing,03/11/2020
4320,Q4 2020,2020,JA-L9049,B,2.Moderate,{Not Set},CAR,SCL,SCL,CAR,Loan Operation,Operation in Disbursing,11/27/19
4321,Q4 2020,2020,JA-L9053,C,1.Low,{Not Set},CAR,SCL,SCL,CAR,Loan Operation,Operation in Disbursing,12/09/2020
4322,Q4 2020,2020,JA-L9056,B,2.Moderate,{Not Set},CAR,INE,INE,CAR,Loan Operation,Fully Disbursed,05/11/2020
4323,Q4 2020,2020,JA-L9072,C,1.Low,{Not Set},CAR,IFD,IFD,CAR,Loan Operation,Operation in Disbursing,05/18/20
4324,Q4 2020,2020,JA-L9073,C,1.Low,{Not Set},CAR,IFD,IFD,CAR,Loan Operation,Operation in Disbursing,10/21/20
4325,Q4 2020,2020,JA-L9074,B,2.Moderate,{Not Set},CAR,IFD,IFD,CAR,Loan Operation,Operation in Disbursing,12/06/2018
4326,Q4 2020,2020,JA-L9075,B13,1.Low,{Not Set},CAR,IFD,IFD,CAR,Loan Operation,Operation in Disbursing,05/03/2018
4327,Q4 2020,2020,JA-L9079,C,1.Low,{Not Set},CAR,SCL,SCL,CAR,Loan Operation,Operation in Disbursing,11/17/11
4328,Q4 2020,2020,JA-L9085,B13,2.Moderate,{Not Set},CAR,IFD,IFD,CAR,Loan Operation,Operation in Disbursing,12/05/2012
4329,Q4 2020,2020,JA-L9086,B13,2.Moderate,{Not Set},CAR,SCL,SCL,CAR,Loan Operation,Operation in Disbursing,12/09/2020
4330,Q4 2020,2020,JA-X9007,C,1.Low,{Not Set},CAR,IFD,IFD,CAR,Investment Grants,Operation in Disbursing,05/21/14
4331,Q4 2020,2020,JK-G9005,B,3.Substantial,Satisfactory,AAN,CSD,CSD,AAN,Investment Grants,Fully Disbursed,07/26/18
4332,Q4 2020,2020,JK-G9007,C,1.Low,{Not Set},AAN,SCL,SCL,AAN,Investment Grants,Operation in Disbursing,09/25/19
4333,Q4 2020,2020,JK-G9009,B,3.Substantial,{Not Set},AAN,INE,INE,AAN,Investment Grants,Operation in Disbursing,12/02/2020
4334,Q4 2020,2020,JK-L9039,B,3.Substantial,Partially Satisfactory,AAN,INE,INE,AAN,Loan Operation,Operation in Disbursing,05/27/20
4335,Q4 2020,2020,JK-L9087,B,3.Substantial,Satisfactory,AAN,SCL,SCL,AAN,Loan Operation,Operation in Disbursing,06/03/2020
4336,Q4 2020,2020,JK-L9095,B,2.Moderate,{Not Set},AAN,IFD,IFD,AAN,Loan Operation,Operation in Disbursing,01/15/20
4337,Q4 2020,2020,JK-L9096,B13,1.Low,{Not Set},AAN,IFD,IFD,AAN,Loan Operation,Operation in Disbursing,01/30/20
4338,Q4 2020,2020,JK-L9963,B,3.Substantial,Satisfactory,AAN,SCL,SCL,AAN,Loan Operation,Fully Disbursed,11/23/09
4339,Q4 2020,2020,JK-L9965,B,3.Substantial,Satisfactory,AAN,CSD,CSD,AAN,Loan Operation,Operation in Disbursing,12/11/2015
4340,Q4 2020,2020,JK-L9969,B,3.Substantial,Satisfactory,AAN,INE,INE,AAN,Loan Operation,Fully Disbursed,12/07/2016
4341,Q4 2020,2020,JK-L9976,C,2.Moderate,{Not Set},AAN,SCL,SCL,AAN,Loan Operation,Operation in Disbursing,12/09/2020
4342,Q4 2020,2020,JK-L9979,B,3.Substantial,{Not Set},AAN,INE,INE,AAN,Loan Operation,Operation in Disbursing,11/06/2020
4343,Q4 2020,2020,JK-X9005,B13,3.Substantial,Partially Satisfactory,AAN,INE,INE,AAN,Investment Grants,Operation in Disbursing,02/07/2019
4344,Q4 2020,2020,ME-G9002,B13,2.Moderate,Satisfactory,AAN,IFD,IFD,AAN,Investment Grants,Operation in Disbursing,12/09/2020
4345,Q4 2020,2020,ME-G9005,B13,3.Substantial,Satisfactory,AAN,INE,INE,AAN,Investment Grants,Operation in Disbursing,07/12/2013
4346,Q4 2020,2020,ME-G9006,B13,2.Moderate,{Not Set},AAN,IFD,IFD,AAN,Investment Grants,Operation in Disbursing,12/11/2009
4347,Q4 2020,2020,ME-G9092,B,2.Moderate,{Not Set},AAN,INE,INE,AAN,Investment Grants,Operation in Disbursing,06/21/12
4348,Q4 2020,2020,ME-L9258,C,1.Low,{Not Set},AAN,SCL,SCL,AAN,Loan Operation,Operation in Disbursing,12/03/2014
4349,Q4 2020,2020,ME-L9267,B,2.Moderate,{Not Set},AAN,INE,INE,AAN,Loan Operation,Operation in Disbursing,10/26/16
4350,Q4 2020,2020,ME-L9289,B13,2.Moderate,{Not Set},AAN,SCL,SCL,AAN,Loan Operation,Operation in Disbursing,12/02/2020
4351,Q4 2020,2020,ME-L9290,B13,2.Moderate,{Not Set},AAN,IFD,IFD,AAN,Loan Operation,Operation in Disbursing,11/16/18
4352,Q4 2020,2020,ME-L9297,C,1.Low,{Not Set},AAN,IFD,IFD,AAN,Loan Operation,Operation in Disbursing,12/02/2020
4353,Q4 2020,2020,ME-L9309,B13,1.Low,{Not Set},AAN,IFD,IFD,AAN,Loan Operation,Operation in Disbursing,12/09/2020
4354,Q4 2020,2020,ME-L9948,B13,2.Moderate,Satisfactory,AAN,IFD,IFD,AAN,Loan Operation,Operation in Disbursing,11/08/2010
4355,Q4 2020,2020,ME-L9962,C,1.Low,{Not Set},AAN,SCL,SCL,AAN,Loan Operation,Operation in Disbursing,07/31/13
4356,Q4 2020,2020,ME-X9099,C,2.Moderate,{Not Set},AAN,INE,INE,AAN,Investment Grants,Operation in Disbursing,11/13/19
4357,Q4 2020,2020,NI-G9002,B,4.High,Partially Satisfactory,AAN,INE,INE,AAN,Investment Grants,Operation in Disbursing,12/02/2008
4358,Q4 2020,2020,NI-G9006,A,3.Substantial,Partially Satisfactory,AAN,INE,INE,AAN,Investment Grants,Operation in Disbursing,04/28/10
4359,Q4 2020,2020,NI-G9007,A,3.Substantial,Partially Satisfactory,AAN,INE,INE,AAN,Investment Grants,Fully Disbursed,08/02/2011
4360,Q4 2020,2020,NI-G9008,A,3.Substantial,Partially Satisfactory,AAN,INE,INE,AAN,Investment Grants,Operation in Disbursing,06/19/13
4361,Q4 2020,2020,NI-G9020,B,3.Substantial,Satisfactory,AAN,INT,INT,AAN,Investment Grants,Operation in Disbursing,09/13/12
4362,Q4 2020,2020,NI-G9022,C,1.Low,{Not Set},AAN,SCL,SCL,AAN,Investment Grants,Fully Disbursed,11/28/12
4363,Q4 2020,2020,NI-G9029,C,1.Low,{Not Set},AAN,SCL,SCL,AAN,Investment Grants,Operation in Disbursing,11/20/13
4364,Q4 2020,2020,NI-L9082,B,3.Substantial,Partially Satisfactory,AAN,SCL,SCL,AAN,Loan Operation,Operation in Disbursing,10/28/15
4365,Q4 2020,2020,NI-L9083,B,3.Substantial,Satisfactory,AAN,INT,INT,AAN,Loan Operation,Operation in Disbursing,12/17/14
4366,Q4 2020,2020,NI-L9087,A,4.High,Partially Satisfactory,AAN,INE,INE,AAN,Loan Operation,Operation in Disbursing,10/25/17
4367,Q4 2020,2020,NI-L9090,B,2.Moderate,{Not Set},AAN,IFD,IFD,AAN,Loan Operation,Operation in Disbursing,10/03/2018
4368,Q4 2020,2020,NI-L9092,B,4.High,Partially Satisfactory,AAN,INE,INE,AAN,Loan Operation,Operation in Disbursing,09/19/18
4369,Q4 2020,2020,NI-L9094,A,3.Substantial,Partially Satisfactory,AAN,INE,INE,AAN,Loan Operation,Operation in Disbursing,11/01/2017
4370,Q4 2020,2020,NI-L9095,B,2.Moderate,Satisfactory,AAN,SCL,SCL,AAN,Loan Operation,Operation in Disbursing,10/25/17
4371,Q4 2020,2020,NI-L9097,A,4.High,Partially Satisfactory,AAN,INE,INE,AAN,Loan Operation,Fully Disbursed,07/02/2019
4372,Q4 2020,2020,NI-L9099,B,4.High,Partially Satisfactory,AAN,INE,INE,AAN,Loan Operation,Operation in Disbursing,10/18/19
4373,Q4 2020,2020,NI-L9943,B,4.High,Partially Satisfactory,AAN,SCL,SCL,AAN,Loan Operation,Operation in Disbursing,12/06/2018
4374,Q4 2020,2020,NI-L9945,B,2.Moderate,{Not Set},AAN,INE,INE,AAN,Loan Operation,Operation in Disbursing,11/07/2018
4375,Q4 2020,2020,NI-L9963,,0.Not Rated,{Not Set},AAN,IFD,IFD,AAN,Loan Operation,Operation in Disbursing,06/15/20
4376,Q4 2020,2020,NI-L9969,C,3.Substantial,Satisfactory,AAN,SCL,SCL,AAN,Loan Operation,Operation in Disbursing,06/19/20
4377,Q4 2020,2020,OC-G9002,C,1.Low,{Not Set},NAC,CSD,CSD,NAC,Investment Grants,Operation in Disbursing,11/30/18
4378,Q4 2020,2020,OC-G9003,C,2.Moderate,{Not Set},NAC,INE,INE,NAC,Investment Grants,Operation in Disbursing,08/03/2017
4379,Q4 2020,2020,OC-L9067,B,2.Moderate,Partially Satisfactory,NAC,CSD,CSD,NAC,Loan Operation,Operation in Disbursing,12/04/2019
4380,Q4 2020,2020,OC-L9079,B,1.Low,Satisfactory,NAC,INE,CSD,NAC,Loan Operation,Fully Disbursed,12/01/2010
4381,Q4 2020,2020,#¡REF!,B,3.Substantial,Satisfactory,NAC,CSD,,,,,
4382,Q4 2020,2020,OC-L9084,B,3.Substantial,Partially Satisfactory,NAC,INE,INE,NAC,Loan Operation,Operation in Disbursing,12/03/2014
4383,Q4 2020,2020,OC-L9243,B13,2.Moderate,{Not Set},NAC,CSD,CSD,NAC,Loan Operation,Operation in Disbursing,12/02/2015
4384,Q4 2020,2020,OC-L9247,C,1.Low,{Not Set},NAC,IFD,IFD,NAC,Loan Operation,Operation in Disbursing,09/01/2016
4385,Q4 2020,2020,OC-L9248,B13,2.Moderate,Partially Satisfactory,NAC,IFD,IFD,NAC,Loan Operation,Operation in Disbursing,09/21/15
4386,Q4 2020,2020,OC-L9249,B13,1.Low,{Not Set},NAC,IFD,IFD,NAC,Loan Operation,Operation in Disbursing,10/19/16
4387,Q4 2020,2020,OC-L9252,B13,1.Low,{Not Set},NAC,IFD,IFD,NAC,Loan Operation,Operation in Disbursing,11/23/16
4388,Q4 2020,2020,OC-L9254,C,2.Moderate,{Not Set},NAC,SCL,SCL,NAC,Loan Operation,Operation in Disbursing,12/14/16
4389,Q4 2020,2020,OC-L9255,B,2.Moderate,{Not Set},NAC,IFD,IFD,NAC,Loan Operation,Operation in Disbursing,09/05/2018
