Quarter,year,id_project,category,ESRR,SPR,REGION,SECTOR
Q4 2019,2019,RE-L9259,C,1.Low,{Not Set},LATAM,IFD
Q4 2019,2019,RE-L9902,C,2.Moderate,{Not Set},LATAM,IFD
Q4 2019,2019,RE-L9905,B,3.Substantial,Satisfactory,LATAM,INE
Q4 2019,2019,RE-L9909,C,1.Low,{Not Set},LATAM,INE
Q4 2019,2019,RE-L9925,B,3.Substantial,Partially Satisfactory,LATAM,CSD
Q4 2019,2019,RE-L9926,C,1.Low,{Not Set},LATAM,IFD
Q4 2019,2019,RE-L9933,B13,3.Substantial,Partially Satisfactory,LATAM,CSD
Q4 2019,2019,RE-L9938,C,1.Low,{Not Set},LATAM,INT
Q4 2019,2019,RE-L9939,C,1.Low,{Not Set},LATAM,INE
Q4 2019,2019,RE-L9940,C,1.Low,{Not Set},LATAM,IFD
Q4 2019,2019,RE-L9954,C,1.Low,{Not Set},LATAM,IFD
Q4 2019,2019,RE-L9955,B13,3.Substantial,Partially Satisfactory,LATAM,CSD
Q4 2019,2019,RE-L9956,B,3.Substantial,Satisfactory,LATAM,INE
Q4 2019,2019,RE-L9964,A,4.High,{Not Set},LATAM,IFD
Q4 2019,2019,RE-L9965,B13,3.Substantial,Partially Satisfactory,LATAM,CSD
Q4 2019,2019,RE-L9966,B13,3.Substantial,Satisfactory,LATAM,CSD
Q4 2019,2019,RE-L9969,B13,2.Moderate,Partially Satisfactory,LATAM,IFD
Q4 2019,2019,RE-L9999,B,3.Substantial,Partially Satisfactory,LATAM,INE
Q4 2019,2019,RG-G9004,B13,3.Substantial,Partially Satisfactory,CAR,INE
Q4 2019,2019,RG-G9009,B13,3.Substantial,Partially Satisfactory,CAR,INE
Q4 2019,2019,RG-G9024,C,2.Moderate,{Not Set},LATAM,CSD
Q4 2019,2019,RG-G9025,C,2.Moderate,{Not Set},LATAM,CSD
Q4 2019,2019,RG-G9027,C,2.Moderate,{Not Set},LATAM,SCL
Q4 2019,2019,RG-G9090,C,1.Low,{Not Set},LATAM,INE
Q4 2019,2019,RG-G9093,B13,3.Substantial,{Not Set},CAR,INE
Q4 2019,2019,RG-L9074,C,4.High,Satisfactory,NAC,INE
Q4 2019,2019,RG-L9079,B13,3.Substantial,Partially Satisfactory,CAR,INE
Q4 2019,2019,RG-L9098,B13,3.Substantial,Partially Unsatisfactory,CAR,IFD
Q4 2019,2019,RG-L9924,B,3.Substantial,Satisfactory,NAC,INE
Q4 2019,2019,RG-L9926,B,2.Moderate,{Not Set},NAC,INT
Q4 2019,2019,RG-L9932,A,3.Substantial,{Not Set},LATAM,INE
Q4 2019,2019,RG-L9934,B,3.Substantial,{Not Set},NAC,INE
Q4 2019,2019,RG-L9939,B,3.Substantial,{Not Set},NAC,INE
Q4 2019,2019,RG-L9992,B13,3.Substantial,Partially Satisfactory,CAR,INE
Q4 2019,2019,RG-L9995,B13,3.Substantial,Satisfactory,NAC,IFD
Q4 2019,2019,RG-L9996,A,4.High,Satisfactory,NAC,INE
Q4 2019,2019,RG-X9099,B13,2.Moderate,{Not Set},CAR,INE
Q4 2019,2019,RG-X9992,C,1.Low,{Not Set},AAN,SCL
Q4 2019,2019,SU-G9004,B,2.Moderate,{Not Set},CAR,CSD
Q4 2019,2019,SU-G9009,C,2.Moderate,{Not Set},CAR,INE
Q4 2019,2019,SU-L9009,C,2.Moderate,{Not Set},CAR,INE
Q4 2019,2019,SU-L9020,B,2.Moderate,{Not Set},CAR,CSD
Q4 2019,2019,SU-L9038,B,1.Low,{Not Set},CAR,SCL
Q4 2019,2019,SU-L9039,B,2.Moderate,{Not Set},CAR,INE
Q4 2019,2019,SU-L9046,B,3.Substantial,Partially Satisfactory,CAR,CSD
Q4 2019,2019,SU-L9049,B13,1.Low,{Not Set},CAR,IFD
Q4 2019,2019,SU-L9050,C,2.Moderate,{Not Set},CAR,IFD
Q4 2019,2019,SU-L9052,B,2.Moderate,{Not Set},CAR,CSD
Q4 2019,2019,SU-L9054,B,2.Moderate,{Not Set},CAR,SCL
Q4 2019,2019,SU-L9055,B,4.High,{Not Set},CAR,INE
Q4 2019,2019,SU-L9056,C,1.Low,{Not Set},CAR,INT
Q4 2019,2019,SU-L9057,B,2.Moderate,{Not Set},CAR,INE
Q4 2019,2019,TT-L9026,B,2.Moderate,Partially Satisfactory,CAR,INE
Q4 2019,2019,TT-L9034,C,1.Low,{Not Set},CAR,IFD
Q4 2019,2019,TT-L9038,C,1.Low,{Not Set},CAR,INT
Q4 2019,2019,TT-L9039,C,1.Low,{Not Set},CAR,SCL
Q4 2019,2019,TT-L9042,C,1.Low,{Not Set},CAR,IFD
Q4 2019,2019,TT-L9044,C,1.Low,{Not Set},CAR,INT
Q4 2019,2019,TT-L9098,B,2.Moderate,Satisfactory,CAR,INE
Q4 2019,2019,UR-L9038,B,1.Low,{Not Set},NAC,IFD
Q4 2019,2019,UR-L9063,B,3.Substantial,Satisfactory,NAC,INE
Q4 2019,2019,UR-L9067,B,2.Moderate,{Not Set},NAC,INE
Q4 2019,2019,UR-L9083,C,1.Low,{Not Set},NAC,CSD
Q4 2019,2019,UR-L9084,B,2.Moderate,{Not Set},NAC,CSD
Q4 2019,2019,UR-L9087,C,1.Low,{Not Set},NAC,INE
Q4 2019,2019,UR-L9089,B13,1.Low,{Not Set},NAC,IFD
Q4 2019,2019,#¡REF!,B,2.Moderate,Satisfactory,NAC,INE
Q4 2019,2019,UR-L9094,B,3.Substantial,Partially Satisfactory,NAC,INE
Q4 2019,2019,UR-L9096,C,1.Low,{Not Set},NAC,IFD
Q4 2019,2019,UR-L9097,B13,1.Low,{Not Set},NAC,INT
Q4 2019,2019,UR-L9098,C,1.Low,{Not Set},NAC,IFD
Q4 2019,2019,UR-L9099,B13,2.Moderate,Satisfactory,NAC,IFD
Q4 2019,2019,UR-L9906,B13,1.Low,{Not Set},NAC,INT
Q4 2019,2019,UR-L9907,B,2.Moderate,{Not Set},NAC,INE
Q4 2019,2019,UR-L9908,B13,1.Low,{Not Set},NAC,IFD
Q4 2019,2019,UR-L9909,C,1.Low,{Not Set},NAC,IFD
Q4 2019,2019,UR-L9935,B,1.Low,{Not Set},NAC,CSD
Q4 2019,2019,UR-L9936,B,3.Substantial,Satisfactory,NAC,INE
Q4 2019,2019,UR-L9940,B13,1.Low,{Not Set},NAC,INT
Q4 2019,2019,UR-L9942,B13,1.Low,{Not Set},NAC,IFD
Q4 2019,2019,UR-L9943,C,1.Low,{Not Set},NAC,IFD
Q4 2019,2019,UR-L9946,A,3.Substantial,Satisfactory,NAC,CSD
Q4 2019,2019,UR-L9947,B,1.Low,{Not Set},NAC,CSD
Q4 2019,2019,UR-L9949,C,1.Low,{Not Set},NAC,SCL
Q4 2019,2019,#¡REF!,B,2.Moderate,{Not Set},NAC,INE
Q4 2019,2019,UR-L9950,C,1.Low,{Not Set},NAC,INT
Q4 2019,2019,UR-L9952,C,1.Low,{Not Set},NAC,IFD
Q4 2019,2019,UR-L9953,B,2.Moderate,{Not Set},NAC,INE
Q4 2019,2019,UR-L9955,B,2.Moderate,{Not Set},NAC,CSD
Q4 2019,2019,UR-L9956,B13,1.Low,{Not Set},NAC,INT
Q4 2019,2019,UR-L9957,C,1.Low,{Not Set},NAC,CSD
Q4 2019,2019,UR-L9958,B13,2.Moderate,{Not Set},NAC,IFD
Q4 2019,2019,UR-L9959,C,1.Low,{Not Set},NAC,IFD
Q4 2019,2019,#¡REF!,C,1.Low,{Not Set},NAC,IFD
Q4 2019,2019,UR-L9962,C,1.Low,{Not Set},NAC,IFD
Q4 2019,2019,UR-L9969,C,1.Low,{Not Set},NAC,SCL
Q4 2019,2019,UR-L9990,B,1.Low,{Not Set},NAC,SCL
Q4 2019,2019,UR-L9992,C,1.Low,{Not Set},NAC,IFD
Q4 2019,2019,UR-L9993,B,2.Moderate,{Not Set},NAC,CSD
Q4 2019,2019,UR-L9994,B,2.Moderate,{Not Set},NAC,INE
Q4 2019,2019,UR-L9995,B13,3.Substantial,Satisfactory,NAC,IFD
Q4 2019,2019,UR-L9996,B,1.Low,{Not Set},NAC,SCL
Q4 2019,2019,UR-L9999,B,2.Moderate,{Not Set},NAC,IFD
Q4 2019,2019,US-G9003,C,1.Low,{Not Set},NAC,CSD
Q4 2019,2019,US-G9004,B,3.Substantial,Partially Satisfactory,NAC,CSD
Q4 2019,2019,US-G9006,B,1.Low,{Not Set},NAC,INE
Q4 2019,2019,US-L9076,B,3.Substantial,Partially Satisfactory,NAC,CSD
Q4 2019,2019,US-L9224,C,1.Low,{Not Set},NAC,IFD
Q4 2019,2019,US-L9227,A,2.Moderate,Satisfactory,NAC,INE
Q4 2019,2019,US-L9249,A,4.High,Unsatisfactory,NAC,CSD
Q4 2019,2019,US-L9250,B13,1.Low,{Not Set},NAC,IFD
Q4 2019,2019,US-L9255,C,1.Low,{Not Set},NAC,IFD
Q4 2019,2019,US-L9256,B,2.Moderate,Partially Satisfactory,NAC,CSD
Q4 2019,2019,US-L9272,B,3.Substantial,Partially Satisfactory,NAC,INE
Q4 2019,2019,US-L9282,B,3.Substantial,{Not Set},NAC,INE
Q4 2019,2019,US-L9289,B,3.Substantial,Satisfactory,NAC,CSD
Q4 2019,2019,US-L9290,B,2.Moderate,Partially Satisfactory,NAC,CSD
Q4 2019,2019,US-L9295,B,2.Moderate,Partially Satisfactory,NAC,INE
Q4 2019,2019,#¡REF!,B,3.Substantial,Partially Satisfactory,NAC,INE
Q4 2019,2019,US-L9297,A,3.Substantial,Satisfactory,NAC,INE
Q4 2019,2019,US-L9300,B,3.Substantial,Partially Satisfactory,NAC,CSD
Q4 2019,2019,US-L9327,B,2.Moderate,Partially Satisfactory,NAC,SCL
Q4 2019,2019,US-L9328,B,2.Moderate,{Not Set},NAC,SCL
Q4 2019,2019,US-L9329,B,2.Moderate,{Not Set},NAC,SCL
Q4 2019,2019,US-L9333,B,2.Moderate,{Not Set},NAC,INE
Q4 2019,2019,US-L9335,B,3.Substantial,{Not Set},NAC,INE
Q4 2019,2019,US-L9336,B,2.Moderate,Partially Satisfactory,NAC,INE
Q4 2019,2019,US-L9339,B,2.Moderate,{Not Set},NAC,IFD
Q4 2019,2019,US-L9343,B,2.Moderate,{Not Set},NAC,IFD
Q4 2019,2019,US-L9344,B,2.Moderate,Partially Satisfactory,NAC,CSD
Q4 2019,2019,US-L9363,B,3.Substantial,Partially Satisfactory,NAC,INE
Q4 2019,2019,US-L9369,A,4.High,Partially Unsatisfactory,NAC,INE
Q4 2019,2019,US-L9372,B,4.High,Partially Satisfactory,NAC,SCL
Q4 2019,2019,US-L9373,B,3.Substantial,Satisfactory,NAC,INE
Q4 2019,2019,US-L9376,B,1.Low,{Not Set},NAC,SCL
Q4 2019,2019,US-L9377,C,1.Low,{Not Set},NAC,IFD
Q4 2019,2019,US-L9386,B,3.Substantial,Partially Satisfactory,NAC,CSD
Q4 2019,2019,US-L9387,B,2.Moderate,{Not Set},NAC,IFD
Q4 2019,2019,US-L9389,B,1.Low,{Not Set},NAC,SCL
Q4 2019,2019,US-L9392,B,2.Moderate,{Not Set},NAC,SCL
Q4 2019,2019,US-L9395,B,2.Moderate,{Not Set},NAC,INE
Q4 2019,2019,US-L9399,C,1.Low,{Not Set},NAC,IFD
Q4 2019,2019,US-L9402,B,2.Moderate,{Not Set},NAC,INE
Q4 2019,2019,US-L9405,B,2.Moderate,Partially Satisfactory,NAC,INE
Q4 2019,2019,US-L9406,B,2.Moderate,{Not Set},NAC,SCL
Q4 2019,2019,US-L9408,B,3.Substantial,Satisfactory,NAC,SCL
Q4 2019,2019,US-L9409,B,3.Substantial,Satisfactory,NAC,INE
Q4 2019,2019,US-L9422,B,3.Substantial,Partially Satisfactory,NAC,CSD
Q4 2019,2019,US-L9429,B,2.Moderate,{Not Set},NAC,SCL
Q4 2019,2019,#¡REF!,A,4.High,Partially Satisfactory,NAC,CSD
Q4 2019,2019,US-L9434,B,4.High,Partially Unsatisfactory,NAC,INE
Q4 2019,2019,US-L9445,B,3.Substantial,{Not Set},NAC,INE
Q4 2019,2019,US-L9487,A,4.High,Satisfactory,NAC,INE
Q4 2019,2019,US-L9490,B13,3.Substantial,Satisfactory,NAC,IFD
Q4 2019,2019,US-L9492,B,4.High,Partially Satisfactory,NAC,CSD
Q4 2019,2019,#¡REF!,B,3.Substantial,{Not Set},NAC,INE
Q4 2019,2019,US-L9494,B,2.Moderate,{Not Set},NAC,SCL
Q4 2019,2019,US-L9495,B,2.Moderate,Satisfactory,NAC,SCL
Q4 2019,2019,#¡REF!,B,2.Moderate,{Not Set},NAC,INE
Q4 2019,2019,US-L9497,B,3.Substantial,{Not Set},NAC,CSD
Q4 2019,2019,US-L9498,B13,1.Low,{Not Set},NAC,IFD
Q4 2019,2019,US-L9499,C,1.Low,{Not Set},NAC,IFD
Q4 2019,2019,US-L9499A,A,4.High,Partially Satisfactory,NAC,CSD
Q4 2019,2019,#¡REF!,B,2.Moderate,{Not Set},NAC,INE
Q4 2019,2019,US-L9500,C,1.Low,{Not Set},NAC,IFD
Q4 2019,2019,US-L9502,C,1.Low,{Not Set},NAC,IFD
Q4 2019,2019,US-L9503,B13,2.Moderate,{Not Set},NAC,INE
Q4 2019,2019,US-L9508,A,4.High,{Not Set},NAC,INE
Q4 2019,2019,US-L9509,C,1.Low,{Not Set},NAC,IFD
Q4 2019,2019,US-L9520,B13,2.Moderate,{Not Set},NAC,CSD
Q4 2019,2019,US-L9524,B,4.High,{Not Set},NAC,INE
Q4 2019,2019,US-L9525,C,2.Moderate,{Not Set},NAC,IFD
Q4 2019,2019,US-L9527,C,2.Moderate,{Not Set},NAC,IFD
Q4 2019,2019,US-L9528,C,2.Moderate,{Not Set},NAC,CSD
Q4 2019,2019,US-L9529,C,2.Moderate,{Not Set},NAC,CSD
Q4 2019,2019,#¡REF!,B13,1.Low,{Not Set},NAC,IFD
Q4 2019,2019,US-L9532,B,3.Substantial,{Not Set},NAC,INE
Q4 2019,2019,US-L9534,C,1.Low,{Not Set},NAC,IFD
Q4 2019,2019,US-L9536,B,2.Moderate,{Not Set},NAC,INE
Q4 2019,2019,US-L9596,C,1.Low,{Not Set},NAC,IFD
Q4 2019,2019,US-L9597,C,1.Low,{Not Set},NAC,IFD
Q4 2019,2019,US-L9598,C,2.Moderate,{Not Set},NAC,SCL
Q4 2019,2019,US-L9599,C,1.Low,{Not Set},NAC,IFD
Q4 2019,2019,#¡REF!,B,2.Moderate,{Not Set},NAC,SCL
Q4 2019,2019,US-L9960,B,3.Substantial,Partially Satisfactory,NAC,CSD
Q4 2019,2019,US-L9975,B,3.Substantial,Partially Satisfactory,NAC,CSD
Q4 2019,2019,US-L9976,B,4.High,Unsatisfactory,NAC,CSD
Q4 2019,2019,US-L9997,B,4.High,Partially Satisfactory,NAC,CSD
Q4 2019,2019,ZN-L9029,C,4.High,Partially Satisfactory,LATAM,INE
Q4 2019,2019,ZN-L9033,B,4.High,Partially Satisfactory,LATAM,INE
Q4 2019,2019,ZN-L9037,B,2.Moderate,{Not Set},LATAM,INE
Q4 2019,2019,ZN-L9097,C,2.Moderate,{Not Set},LATAM,SCL
Q4 2020,2020,BA-G9002,B,2.Moderate,{Not Set},CAR,INE
Q4 2020,2020,BA-L9025,A,3.Substantial,Satisfactory,CAR,INE
Q4 2020,2020,BA-L9032,C,1.Low,{Not Set},CAR,SCL
Q4 2020,2020,BA-L9033,B,3.Substantial,Partially Satisfactory,CAR,CSD
Q4 2020,2020,BA-L9034,B13,2.Moderate,{Not Set},CAR,IFD
Q4 2020,2020,BA-L9035,B,2.Moderate,{Not Set},CAR,INE
Q4 2020,2020,BA-L9043,B,3.Substantial,Satisfactory,CAR,INE
Q4 2020,2020,BA-L9046,C,1.Low,{Not Set},CAR,IFD
Q4 2020,2020,BA-L9050,B13,2.Moderate,{Not Set},CAR,IFD
Q4 2020,2020,BA-L9059,B13,2.Moderate,{Not Set},CAR,IFD
Q4 2020,2020,BA-L9092,B,2.Moderate,Satisfactory,CAR,INE
Q4 2020,2020,BA-L9094,B,2.Moderate,{Not Set},CAR,CSD
Q4 2020,2020,BA-X9003,A,3.Substantial,Satisfactory,CAR,INE
Q4 2020,2020,BH-L9033,C,2.Moderate,{Not Set},CAR,IFD
Q4 2020,2020,BH-L9035,C,1.Low,{Not Set},CAR,IFD
Q4 2020,2020,BH-L9037,C,2.Moderate,{Not Set},CAR,SCL
Q4 2020,2020,BH-L9043,B,2.Moderate,{Not Set},CAR,CSD
Q4 2020,2020,BH-L9045,C,1.Low,{Not Set},CAR,IFD
Q4 2020,2020,BH-L9046,B13,1.Low,{Not Set},CAR,IFD
Q4 2020,2020,BH-L9048,B,3.Substantial,Satisfactory,CAR,INE
Q4 2020,2020,BH-L9049,B13,1.Low,{Not Set},CAR,IFD
Q4 2020,2020,#¡REF!,B,3.Substantial,Satisfactory,CAR,INE
Q4 2020,2020,BH-L9050,B13,2.Moderate,{Not Set},CAR,IFD
Q4 2020,2020,BH-L9055,C,2.Moderate,{Not Set},CAR,SCL
Q4 2020,2020,BL-G9003,C,1.Low,{Not Set},AAN,SCL
Q4 2020,2020,BL-G9004,C,2.Moderate,{Not Set},AAN,SCL
Q4 2020,2020,BL-J0002,C,2.Moderate,{Not Set},AAN,SCL
Q4 2020,2020,BL-L9020,B,2.Moderate,{Not Set},AAN,CSD
Q4 2020,2020,BL-L9028,B,3.Substantial,Satisfactory,AAN,CSD
Q4 2020,2020,BL-L9029,B,3.Substantial,Partially Satisfactory,AAN,INE
Q4 2020,2020,#¡REF!,B,2.Moderate,Partially Satisfactory,AAN,INE
Q4 2020,2020,BL-L9030,C,2.Moderate,{Not Set},AAN,SCL
Q4 2020,2020,BL-L9034,C,2.Moderate,{Not Set},AAN,SCL
Q4 2020,2020,BL-L9039,C,1.Low,{Not Set},AAN,IFD
Q4 2020,2020,BL-L9099,B,3.Substantial,Partially Satisfactory,AAN,INE
Q4 2020,2020,BO-G9004,A,4.High,Partially Satisfactory,LATAM,CSD
Q4 2020,2020,BO-L9063,C,1.Low,{Not Set},LATAM,IFD
Q4 2020,2020,BO-L9067,B,3.Substantial,Unsatisfactory,LATAM,SCL
Q4 2020,2020,BO-L9073,B,3.Substantial,Satisfactory,LATAM,INE
Q4 2020,2020,BO-L9075,B,3.Substantial,Partially Satisfactory,LATAM,INE
Q4 2020,2020,BO-L9076,B,3.Substantial,Partially Satisfactory,LATAM,INE
Q4 2020,2020,BO-L9078,B,3.Substantial,Partially Satisfactory,LATAM,SCL
Q4 2020,2020,BO-L9079,B,2.Moderate,Satisfactory,LATAM,INE
Q4 2020,2020,#¡REF!,B,2.Moderate,{Not Set},LATAM,SCL
Q4 2020,2020,BO-L9080,A,4.High,Partially Satisfactory,LATAM,INE
Q4 2020,2020,BO-L9082,B,3.Substantial,Satisfactory,LATAM,SCL
Q4 2020,2020,BO-L9087,B,2.Moderate,{Not Set},LATAM,INE
Q4 2020,2020,BO-L9095,B,3.Substantial,Partially Unsatisfactory,LATAM,INE
Q4 2020,2020,BO-L9096,C,2.Moderate,{Not Set},LATAM,CSD
Q4 2020,2020,BO-L9296,C,2.Moderate,{Not Set},LATAM,SCL
Q4 2020,2020,BO-L9297,B13,2.Moderate,{Not Set},LATAM,IFD
Q4 2020,2020,BO-L9902,B,3.Substantial,Partially Satisfactory,LATAM,INE
Q4 2020,2020,BO-L9906,B,3.Substantial,Satisfactory,LATAM,CSD
Q4 2020,2020,BO-L9909,B13,4.High,Partially Satisfactory,LATAM,INE
Q4 2020,2020,BO-L9929,C,1.Low,{Not Set},LATAM,SCL
Q4 2020,2020,BO-L9979,B,2.Moderate,{Not Set},LATAM,CSD
Q4 2020,2020,BO-L9982,B,3.Substantial,Partially Satisfactory,LATAM,CSD
Q4 2020,2020,BO-L9984,B,2.Moderate,{Not Set},LATAM,INE
Q4 2020,2020,BO-L9986,B,3.Substantial,Partially Satisfactory,LATAM,INE
Q4 2020,2020,BO-L9988,B,3.Substantial,Satisfactory,LATAM,CSD
Q4 2020,2020,BO-L9990,B,3.Substantial,Satisfactory,LATAM,INE
Q4 2020,2020,BO-L9992,B,3.Substantial,Satisfactory,LATAM,INE
Q4 2020,2020,BO-L9993,A,4.High,Unsatisfactory,LATAM,CSD
Q4 2020,2020,BO-L9994,B,3.Substantial,Satisfactory,LATAM,INE
Q4 2020,2020,BO-L9997,B,2.Moderate,{Not Set},LATAM,INE
Q4 2020,2020,BO-L9998,B,3.Substantial,Partially Satisfactory,LATAM,SCL
Q4 2020,2020,#¡REF!,B,3.Substantial,Partially Satisfactory,LATAM,INE
Q4 2020,2020,BO-L9999,B,3.Substantial,Satisfactory,LATAM,INE
Q4 2020,2020,BO-X9092,B,4.High,Partially Satisfactory,LATAM,CSD
Q4 2020,2020,CH-L9084,B,2.Moderate,{Not Set},NAC,CSD
Q4 2020,2020,CH-L9085,C,1.Low,{Not Set},NAC,IFD
Q4 2020,2020,CH-L9089,B13,1.Low,{Not Set},NAC,SCL
Q4 2020,2020,CH-L9098,B13,2.Moderate,{Not Set},NAC,IFD
Q4 2020,2020,CH-L9938,C,1.Low,{Not Set},NAC,INT
Q4 2020,2020,CH-L9942,C,1.Low,{Not Set},NAC,IFD
Q4 2020,2020,CH-L9945,B13,1.Low,{Not Set},NAC,IFD
Q4 2020,2020,CH-L9948,B13,1.Low,{Not Set},NAC,IFD
Q4 2020,2020,CH-L9949,B13,1.Low,{Not Set},NAC,SCL
Q4 2020,2020,CH-X9007,C,2.Moderate,{Not Set},NAC,INE
Q4 2020,2020,CR-G9006,C,1.Low,{Not Set},AAN,INT
Q4 2020,2020,CR-J0009,,2.Moderate,{Not Set},AAN,SCL
Q4 2020,2020,CR-L9024,B,3.Substantial,Satisfactory,AAN,INE
Q4 2020,2020,CR-L9032,B,4.High,Partially Satisfactory,AAN,INE
Q4 2020,2020,CR-L9043,C,1.Low,{Not Set},AAN,IFD
Q4 2020,2020,CR-L9053,B,2.Moderate,{Not Set},AAN,SCL
Q4 2020,2020,CR-L9065,B,2.Moderate,{Not Set},AAN,INE
Q4 2020,2020,CR-L9066,B,3.Substantial,Partially Satisfactory,AAN,INT
Q4 2020,2020,CR-L9070,A,3.Substantial,Satisfactory,AAN,INE
Q4 2020,2020,CR-L9937,B,2.Moderate,Satisfactory,AAN,IFD
Q4 2020,2020,CR-L9939,B,3.Substantial,Satisfactory,AAN,INE
Q4 2020,2020,CR-L9943,B13,2.Moderate,{Not Set},AAN,IFD
Q4 2020,2020,CR-L9944,C,2.Moderate,{Not Set},AAN,SCL
Q4 2020,2020,CR-X9009,B,3.Substantial,Satisfactory,AAN,INE
Q4 2020,2020,DR-G0002,C,2.Moderate,{Not Set},AAN,SCL
Q4 2020,2020,DR-L9049,B,1.Low,{Not Set},AAN,INE
Q4 2020,2020,DR-L9053,B,2.Moderate,{Not Set},AAN,SCL
Q4 2020,2020,DR-L9057,B,2.Moderate,{Not Set},AAN,INE
Q4 2020,2020,DR-L9067,C,1.Low,{Not Set},AAN,SCL
Q4 2020,2020,DR-L9068,B13,2.Moderate,{Not Set},AAN,IFD
Q4 2020,2020,DR-L9069,C,1.Low,{Not Set},AAN,SCL
Q4 2020,2020,DR-L9080,B,3.Substantial,Partially Unsatisfactory,AAN,SCL
Q4 2020,2020,DR-L9084,B,3.Substantial,Satisfactory,AAN,CSD
Q4 2020,2020,DR-L9922,B,3.Substantial,Satisfactory,AAN,INE
Q4 2020,2020,DR-L9927,C,1.Low,{Not Set},AAN,SCL
Q4 2020,2020,DR-L9928,B,3.Substantial,Satisfactory,AAN,INE
Q4 2020,2020,DR-L9932,B13,1.Low,{Not Set},AAN,INE
Q4 2020,2020,DR-L9934,B13,3.Substantial,Partially Satisfactory,AAN,CSD
Q4 2020,2020,DR-L9935,B,3.Substantial,Partially Satisfactory,AAN,CSD
Q4 2020,2020,DR-L9937,B,2.Moderate,{Not Set},AAN,CSD
Q4 2020,2020,DR-L9944,B13,2.Moderate,{Not Set},AAN,IFD
Q4 2020,2020,DR-L9945,B13,1.Low,{Not Set},AAN,IFD
Q4 2020,2020,DR-L9997,C,1.Low,{Not Set},AAN,IFD
Q4 2020,2020,DR-X9005,B,2.Moderate,{Not Set},AAN,INE
Q4 2020,2020,EC-G9009,C,2.Moderate,{Not Set},LATAM,INE
Q4 2020,2020,EC-J0006,,1.Low,{Not Set},LATAM,SCL
Q4 2020,2020,EC-L9223,B,3.Substantial,Satisfactory,LATAM,INE
Q4 2020,2020,EC-L9227,C,1.Low,{Not Set},LATAM,IFD
Q4 2020,2020,EC-L9229,C,1.Low,{Not Set},LATAM,CSD
Q4 2020,2020,EC-L9230,B13,3.Substantial,Partially Satisfactory,LATAM,IFD
Q4 2020,2020,EC-L9235,C,1.Low,{Not Set},LATAM,SCL
Q4 2020,2020,EC-L9236,C,1.Low,{Not Set},LATAM,SCL
Q4 2020,2020,EC-L9239,B,3.Substantial,Satisfactory,LATAM,INE
Q4 2020,2020,EC-L9242,B,3.Substantial,Partially Satisfactory,LATAM,INE
Q4 2020,2020,EC-L9243,C,1.Low,{Not Set},LATAM,INT
Q4 2020,2020,EC-L9245,B13,2.Moderate,{Not Set},LATAM,CSD
Q4 2020,2020,EC-L9248,B,2.Moderate,{Not Set},LATAM,INE
Q4 2020,2020,EC-L9249,C,1.Low,{Not Set},LATAM,IFD
Q4 2020,2020,EC-L9250,C,2.Moderate,{Not Set},LATAM,IFD
Q4 2020,2020,EC-L9252,B13,1.Low,{Not Set},LATAM,IFD
Q4 2020,2020,EC-L9257,B13,3.Substantial,{Not Set},LATAM,INE
Q4 2020,2020,EC-L9258,C,1.Low,{Not Set},LATAM,SCL
Q4 2020,2020,EC-L9259,C,1.Low,{Not Set},LATAM,IFD
Q4 2020,2020,EC-L9268,B13,2.Moderate,{Not Set},LATAM,IFD
Q4 2020,2020,EC-L9269,B13,2.Moderate,{Not Set},LATAM,IFD
Q4 2020,2020,EC-L9270,C,1.Low,{Not Set},LATAM,SCL
Q4 2020,2020,EC-L9272,,0.Not Rated,{Not Set},LATAM,IFD
Q4 2020,2020,EC-L9299,B,3.Substantial,Satisfactory,LATAM,INE
Q4 2020,2020,EC-L9920,C,1.Low,{Not Set},LATAM,IFD
Q4 2020,2020,EC-L9922,B,1.Low,Satisfactory,LATAM,INE
Q4 2020,2020,EC-L9924,A,3.Substantial,Partially Unsatisfactory,LATAM,INE
Q4 2020,2020,EC-L9925,B,2.Moderate,Partially Satisfactory,LATAM,INE
Q4 2020,2020,EC-L9929,B,2.Moderate,{Not Set},LATAM,SCL
Q4 2020,2020,EC-L9947,B,3.Substantial,Satisfactory,LATAM,INE
Q4 2020,2020,EC-L9955,C,1.Low,{Not Set},LATAM,SCL
Q4 2020,2020,EC-L9960,B,1.Low,{Not Set},LATAM,INE
Q4 2020,2020,EC-L9992,B,2.Moderate,Partially Satisfactory,LATAM,INE
Q4 2020,2020,EC-L9996,B,1.Low,{Not Set},LATAM,INT
Q4 2020,2020,EC-L9997,B,3.Substantial,Satisfactory,LATAM,INE
Q4 2020,2020,EC-L9999,C,1.Low,{Not Set},LATAM,IFD
Q4 2020,2020,#¡REF!,A,3.Substantial,Partially Unsatisfactory,LATAM,INE
Q4 2020,2020,EC-U0009,B13,1.Low,{Not Set},LATAM,IFD
Q4 2020,2020,ES-G9003,C,1.Low,{Not Set},AAN,SCL
Q4 2020,2020,ES-G9004,C,2.Moderate,{Not Set},AAN,SCL
Q4 2020,2020,ES-L9025,B,2.Moderate,{Not Set},AAN,IFD
Q4 2020,2020,ES-L9066,B,2.Moderate,{Not Set},AAN,CSD
Q4 2020,2020,ES-L9075,B,2.Moderate,{Not Set},AAN,IFD
Q4 2020,2020,ES-L9095,B,2.Moderate,{Not Set},AAN,SCL
